edinet_code,sec_code,filer_name,doc_description,doc_id,period_start,period_end,amount,number
E02787,82250,株式会社タカチホ,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100GBS7,2018-04-01,2019-03-31,66020000,4
E02791,74130,株式会社創健社,有価証券報告書－第52期(平成30年4月1日－平成31年3月31日),S100G69A,2018-04-01,2019-03-31,49380000,4
E02793,74200,佐鳥電機株式会社,有価証券報告書－第77期(平成30年6月1日－令和1年5月31日),S100GTTT,2018-06-01,2019-05-31,141000000,4
E02798,74260,株式会社　山大,有価証券報告書－第61期(平成30年4月1日－平成31年3月31日),S100GB8H,2018-04-01,2019-03-31,54549000,8
E02798,74260,株式会社　山大,有価証券報告書－第61期(平成30年4月1日－平成31年3月31日),S100GB8H,2018-04-01,2019-03-31,54549000,8
E02802,74330,伯東株式会社,有価証券報告書－第67期(平成30年4月1日－平成31年3月31日),S100G7WV,2018-04-01,2019-03-31,165000000,7
E02804,74380,コンドーテック株式会社,有価証券報告書－第67期(平成30年4月1日－平成31年3月31日),S100G46L,2018-04-01,2019-03-31,184854000,8
E02805,74420,中山福株式会社,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100G5GE,2018-04-01,2019-03-31,139391000,9
E02806,74430,横浜魚類株式会社,有価証券報告書－第85期(平成30年4月1日－平成31年3月31日),S100G68V,2018-04-01,2019-03-31,40119000,8
E02806,74430,横浜魚類株式会社,有価証券報告書－第85期(平成30年4月1日－平成31年3月31日),S100G68V,2018-04-01,2019-03-31,40119000,8
E02807,74440,ハリマ共和物産株式会社,有価証券報告書－第52期(平成30年4月1日－平成31年3月31日),S100GC38,2018-04-01,2019-03-31,138115000,5
E02818,75380,株式会社大水,有価証券報告書－第84期(平成30年4月1日－平成31年3月31日),S100G2EY,2018-04-01,2019-03-31,121000000,8
E02823,74610,株式会社キムラ,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),S100GCCR,2018-04-01,2019-03-31,51530000,5
E02824,74580,株式会社第一興商,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100G5DK,2018-04-01,2019-03-31,636000000,10
E02826,74630,株式会社アドヴァン,有価証券報告書－第46期(平成30年4月1日－平成31年3月31日),S100GBRE,2018-04-01,2019-03-31,107800000,4
E02827,74660,ＳＰＫ株式会社,有価証券報告書－第148期(平成30年4月1日－平成31年3月31日),S100G39R,2018-04-01,2019-03-31,132120000,7
E02832,74750,アルビス株式会社,有価証券報告書－第52期(平成30年4月1日－平成31年3月31日),S100FYSQ,2018-04-01,2019-03-31,144575000,6
E02833,74720,株式会社鳥羽洋行,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100G3FK,2018-04-01,2019-03-31,130876000,5
E02835,74760,アズワン株式会社,有価証券報告書－第58期(平成30年4月1日－平成31年3月31日),S100FZV3,2018-04-01,2019-03-31,262000000,6
E02836,74770,ムラキ株式会社,有価証券報告書－第61期(平成30年4月1日－平成31年3月31日),S100G4PK,2018-04-01,2019-03-31,63280000,3
E02837,74810,尾家産業株式会社,有価証券報告書－第59期(平成30年4月1日－平成31年3月31日),S100G9XP,2018-04-01,2019-03-31,80412000,8
E02837,74810,尾家産業株式会社,有価証券報告書－第59期(平成30年4月1日－平成31年3月31日),S100G9XP,2018-04-01,2019-03-31,80412000,8
E02839,74820,株式会社シモジマ,有価証券報告書－第58期(平成30年4月1日－平成31年3月31日),S100G7X4,2018-04-01,2019-03-31,176000000,6
E02840,74830,株式会社ドウシシャ,有価証券報告書－第43期(平成30年4月1日－平成31年3月31日),S100G52A,2018-04-01,2019-03-31,108000000,5
E02841,74860,サンリン株式会社,有価証券報告書－第85期(平成30年4月1日－平成31年3月31日),S100G0U8,2018-04-01,2019-03-31,128000000,9
E02842,74870,小津産業株式会社,有価証券報告書－第108期(平成30年6月1日－令和1年5月31日),S100GUJ1,2018-06-01,2019-05-31,133809000,7
E02855,75210,株式会社ムサシ,有価証券報告書－第98期(平成30年4月1日－平成31年3月31日),S100FV9B,2018-04-01,2019-03-31,317000000,13
E02869,75520,株式会社ハピネット,有価証券報告書－第51期(平成30年4月1日－平成31年3月31日),S100G1C4,2018-04-01,2019-03-31,328000000,6
E02870,75510,株式会社ウェッズ,有価証券報告書－第54期(平成30年4月1日－平成31年3月31日),S100G1Q6,2018-04-01,2019-03-31,86921000,4
E02871,75550,株式会社大田花き,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),S100G4XQ,2018-04-01,2019-03-31,1800000,1
E02874,75590,ジーエフシー株式会社,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),S100G7EC,2018-04-01,2019-03-31,75390000,3
E02875,75650,萬世電機株式会社,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100G6BF,2018-04-01,2019-03-31,134447000,8
E02876,34200,株式会社ケー・エフ・シー,有価証券報告書－第55期(平成30年4月1日－平成31年3月31日),S100G5AJ,2018-04-01,2019-03-31,225614000,8
E02878,75670,株式会社栄電子,有価証券報告書－第52期(平成30年4月1日－平成31年3月31日),S100G797,2018-04-01,2019-03-31,44000000,5
E02879,75700,橋本総業ホールディングス株式会社,有価証券報告書－第82期(平成30年4月1日－平成31年3月31日),S100G938,2018-04-01,2019-03-31,143000000,6
E02881,75750,日本ライフライン株式会社,有価証券報告書－第39期(平成30年4月1日－平成31年3月31日),S100G859,2018-04-01,2019-03-31,442000000,9
E02889,75930,ＶＴホールディングス株式会社,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G90H,2018-04-01,2019-03-31,283000000,4
E02893,75970,東京貴宝株式会社,有価証券報告書－第60期(平成30年4月1日－平成31年3月31日),S100G82V,2018-04-01,2019-03-31,46092000,8
E02893,75970,東京貴宝株式会社,有価証券報告書－第60期(平成30年4月1日－平成31年3月31日),S100G82V,2018-04-01,2019-03-31,46092000,8
E02894,76000,株式会社　日本エム・ディ・エム,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),S100G2S4,2018-04-01,2019-03-31,191000000,8
E02910,76350,杉田エース株式会社,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100G8YY,2018-04-01,2019-03-31,291000000,7
E02912,76470,株式会社音通,有価証券報告書－第39期(平成30年4月1日－平成31年3月31日),S100G33G,2018-04-01,2019-03-31,187770000,9
E02917,26540,株式会社アスモ,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100GBPD,2018-04-01,2019-03-31,85200000,3
E02927,26760,高千穂交易株式会社,有価証券報告書－第68期(平成30年4月1日－平成31年3月31日),S100G8ZN,2018-04-01,2019-03-31,114398000,7
E02928,26890,株式会社カワニシホールディングス,有価証券報告書－第70期(平成30年7月1日－令和1年6月30日),S100GYRS,2018-07-01,2019-06-30,223650000,7
E02931,26920,伊藤忠食品株式会社,有価証券報告書－第101期(平成30年4月1日－平成31年3月31日),S100G1MZ,2018-04-01,2019-03-31,218000000,9
E02938,27080,株式会社久世,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),S100G83Z,2018-04-01,2019-03-31,161000000,5
E02941,27150,エレマテック株式会社,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),S100G8FS,2018-04-01,2019-03-31,168000000,6
E02946,27370,株式会社トーメンデバイス,有価証券報告書－第28期(平成30年4月1日－平成31年3月31日),S100G5ZG,2018-04-01,2019-03-31,71000000,3
E02947,27330,株式会社あらた,有価証券報告書－第17期(平成30年4月1日－平成31年3月31日),S100G8I8,2018-04-01,2019-03-31,192000000,8
E02952,27500,石光商事株式会社,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),S100G9WI,2018-04-01,2019-03-31,85290000,7
E02953,27510,株式会社テンポスホールディングス,有価証券報告書－第27期(平成30年5月1日－平成31年4月30日),S100GK6N,2018-05-01,2019-04-30,28000000,3
E02955,27600,東京エレクトロンデバイス株式会社,有価証券報告書－第34期(平成30年4月1日－平成31年3月31日),S100G0UH,2018-04-01,2019-03-31,236000000,7
E02956,27610,トシン・グループ株式会社,有価証券報告書－第42期(平成30年5月21日－令和1年5月20日),S100GMGS,2018-05-21,2019-05-20,450587000,9
E02958,27680,双日株式会社,有価証券報告書－第16期(平成30年4月1日－平成31年3月31日),S100G2FC,2018-04-01,2019-03-31,464000000,6
E02959,27730,株式会社ミューチュアル,有価証券報告書－第75期(平成30年4月1日－平成31年3月31日),S100G6BU,2018-04-01,2019-03-31,94030000,4
E02962,27840,アルフレッサホールディングス株式会社,有価証券報告書－第16期(平成30年4月1日－平成31年3月31日),S100G6Q1,2018-04-01,2019-03-31,338000000,8
E02964,27950,日本プリメックス株式会社,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G79W,2018-04-01,2019-03-31,45651000,6
E02966,33160,東京日産コンピュータシステム株式会社,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),S100FZLR,2018-04-01,2019-03-31,50327000,4
E02966,33160,東京日産コンピュータシステム株式会社,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),S100FZLR,2018-04-01,2019-03-31,50327000,4
E02968,33210,ミタチ産業株式会社,有価証券報告書－第43期(平成30年6月1日－令和1年5月31日),S100GU89,2018-06-01,2019-05-31,108800000,4
E02970,33560,株式会社テリロジー,有価証券報告書－第30期(平成30年4月1日－平成31年3月31日),S100G3JN,2018-04-01,2019-03-31,57000000,4
E02977,33470,株式会社トラスト,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),S100G61Z,2018-04-01,2019-03-31,15651000,3
E02986,33740,内外テック株式会社,有価証券報告書,S100G6YY,2018-04-01,2019-03-31,137607000,4
E02994,33920,デリカフーズホールディングス株式会社,有価証券報告書－第16期(平成30年4月1日－平成31年3月31日),S100G42J,2018-04-01,2019-03-31,114000000,5
E02998,30360,アルコニックス株式会社,有価証券報告書－第38期(平成30年4月1日－平成31年3月31日),S100FZUI,2018-04-01,2019-03-31,160000000,6
E03005,30790,ディーブイエックス株式会社,有価証券報告書－第33期(平成30年4月1日－平成31年3月31日),S100GB9O,2018-04-01,2019-03-31,163297000,6
E03005,30790,ディーブイエックス株式会社,有価証券報告書－第33期(平成30年4月1日－平成31年3月31日),S100GB9O,2018-04-01,2019-03-31,163297000,6
E03040,82520,株式会社　丸井グループ,有価証券報告書－第83期(平成30年4月1日－平成31年3月31日),S100G1XH,2018-04-01,2019-03-31,191000000,4
E03051,81740,日本瓦斯株式会社,有価証券報告書－第65期(平成30年4月1日－平成31年3月31日),S100G8FD,2018-04-01,2019-03-31,335000000,13
E03052,81730,上新電機株式会社,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G8FR,2018-04-01,2019-03-31,176000000,7
E03064,81820,株式会社いなげや,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G0NT,2018-04-01,2019-03-31,89000000,7
E03095,98990,株式会社ジョリーパスタ,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),S100FZWL,2018-04-01,2019-03-31,28171000,3
E03095,98990,株式会社ジョリーパスタ,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),S100FZWL,2018-04-01,2019-03-31,28171000,3
E03105,82050,シャクリー・グローバル・グループ株式会社,有価証券報告書－第45期(平成30年4月1日－平成31年3月31日),S100G5IO,2018-04-01,2019-03-31,8000000,1
E03107,80870,フルサト工業株式会社,有価証券報告書－第61期(平成30年4月1日－平成31年3月31日),S100G6AR,2018-04-01,2019-03-31,104924000,5
E03108,82070,テンアライド株式会社,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),S100G5SL,2018-04-01,2019-03-31,62291000,9
E03109,82080,株式会社エンチョー,有価証券報告書－第58期(平成30年4月1日－平成31年3月31日),S100GAYW,2018-04-01,2019-03-31,89000000,6
E03110,82090,株式会社フレンドリー,有価証券報告書－第65期(平成30年4月1日－平成31年3月31日),S100G3GR,2018-04-01,2019-03-31,6274000,6
E03110,82090,株式会社フレンドリー,有価証券報告書－第65期(平成30年4月1日－平成31年3月31日),S100G3GR,2018-04-01,2019-03-31,6274000,6
E03116,82140,株式会社ＡＯＫＩホールディングス,有価証券報告書－第43期(平成30年4月1日－平成31年3月31日),S100G60H,2018-04-01,2019-03-31,208000000,14
E03117,82150,株式会社銀座山形屋,有価証券報告書－第75期(平成30年4月1日－平成31年3月31日),S100GBFI,2018-04-01,2019-03-31,28504000,3
E03120,82180,株式会社コメリ,有価証券報告書－第58期(平成30年4月1日－平成31年3月31日),S100FZ1U,2018-04-01,2019-03-31,137000000,6
E03121,81600,株式会社　木曽路,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100G6QC,2018-04-01,2019-03-31,99000000,5
E03121,81600,株式会社　木曽路,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100G6QC,2018-04-01,2019-03-31,99000000,5
E03124,82190,青山商事株式会社,有価証券報告書－第55期(平成30年4月1日－平成31年3月31日),S100GC5S,2018-04-01,2019-03-31,237000000,5
E03127,82790,株式会社ヤオコー,有価証券報告書－第62期(平成30年4月1日－平成31年3月31日),S100G2NR,2018-04-01,2019-03-31,240000000,9
E03128,82820,株式会社ケーズホールディングス,有価証券報告書－第39期(平成30年4月1日－平成31年3月31日),S100G8LY,2018-04-01,2019-03-31,344000000,9
E03129,82810,ゼビオホールディングス株式会社,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),S100GB4G,2018-04-01,2019-03-31,94000000,2
E03133,82550,アクシアル　リテイリング株式会社,有価証券報告書－第68期(平成30年4月1日－平成31年3月31日),S100FYEG,2018-04-01,2019-03-31,390000000,10
E03134,82300,株式会社はせがわ,有価証券報告書－第53期(平成30年4月1日－平成31年3月31日),S100G2P1,2018-04-01,2019-03-31,115996000,6
E03134,82300,株式会社はせがわ,有価証券報告書－第53期(平成30年4月1日－平成31年3月31日),S100G2P1,2018-04-01,2019-03-31,115996000,6
E03138,98320,株式会社オートバックスセブン,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),S100G58G,2018-04-01,2019-03-31,169000000,5
E03139,98310,株式会社ヤマダ電機,有価証券報告書－第42期(平成30年4月1日－平成31年3月31日),S100G3R1,2018-04-01,2019-03-31,946000000,15
E03145,98500,株式会社グルメ杵屋,有価証券報告書－第53期(平成30年4月1日－平成31年3月31日),S100G0HK,2018-04-01,2019-03-31,63000000,9
E03147,98530,株式会社銀座ルノアール,有価証券報告書－第56期(平成30年4月1日－平成31年3月31日),S100G7HN,2018-04-01,2019-03-31,127146000,5
E03148,98540,愛眼株式会社,有価証券報告書－第59期(平成30年4月1日－平成31年3月31日),S100GCGT,2018-04-01,2019-03-31,60000000,5
E03164,98870,株式会社松屋フーズホールディングス,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100G8UB,2018-04-01,2019-03-31,169209000,5
E03166,98900,株式会社マキヤ,有価証券報告書－第67期(平成30年4月1日－平成31年3月31日),S100G93A,2018-04-01,2019-03-31,76929000,6
E03176,98280,元気寿司株式会社,有価証券報告書－第40期(平成30年4月1日－平成31年3月31日),S100G511,2018-04-01,2019-03-31,99300000,6
E03178,99000,株式会社サガミホールディングス,有価証券報告書－第49期(平成30年4月1日－平成31年3月31日),S100G6O6,2018-04-01,2019-03-31,76162000,6
E03181,99040,株式会社ベリテ,有価証券報告書－第75期(平成30年4月1日－平成31年3月31日),S100GBHG,2018-04-01,2019-03-31,64000000,2
E03181,99040,株式会社ベリテ,有価証券報告書－第75期(平成30年4月1日－平成31年3月31日),S100GBHG,2018-04-01,2019-03-31,64000000,2
E03193,99360,株式会社王将フードサービス,有価証券報告書－第45期(平成30年4月1日－平成31年3月31日),S100G4ZU,2018-04-01,2019-03-31,275000000,7
E03197,99430,株式会社ココスジャパン,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G2WD,2018-04-01,2019-03-31,15750000,2
E03197,99430,株式会社ココスジャパン,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G2WD,2018-04-01,2019-03-31,15750000,2
E03225,99900,株式会社サックスバーホールディングス,有価証券報告書－第46期(平成30年4月1日－平成31年3月31日),S100G46S,2018-04-01,2019-03-31,80000000,4
E03226,99890,株式会社サンドラッグ,有価証券報告書－第56期(平成30年4月1日－平成31年3月31日),S100G3X1,2018-04-01,2019-03-31,166000000,6
E03227,99940,株式会社やまや,有価証券報告書－第49期(平成30年4月1日－平成31年3月31日),S100G7CQ,2018-04-01,2019-03-31,128000000,5
E03233,74160,株式会社はるやまホールディングス,有価証券報告書－第45期(平成30年4月1日－平成31年3月31日),S100GA94,2018-04-01,2019-03-31,44744000,2
E03235,74190,株式会社ノジマ,有価証券報告書－第57期(平成30年4月1日－平成31年3月31日),S100G91X,2018-04-01,2019-03-31,305000000,9
E03249,74550,株式会社　三城ホールディングス,有価証券報告書－第71期(平成30年4月1日－平成31年3月31日),S100G59A,2018-04-01,2019-03-31,73000000,4
E03251,74640,セフテック株式会社,有価証券報告書－第62期(平成30年4月1日－平成31年3月31日),S100GC8L,2018-04-01,2019-03-31,104854000,6
E03252,74620,ダイヤ通商株式会社,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100GDE3,2018-04-01,2019-03-31,31500000,3
E03252,74620,ダイヤ通商株式会社,有価証券報告書－第70期(平成30年4月1日－平成31年3月31日),S100GDE3,2018-04-01,2019-03-31,31500000,3
E03267,75080,株式会社Ｇ‐７ホールディングス,有価証券報告書－第44期(平成30年4月1日－平成31年3月31日),S100GCQ8,2018-04-01,2019-03-31,190000000,6
E03269,75090,アイエーグループ株式会社,有価証券報告書－第36期(平成30年4月1日－平成31年3月31日),S100G50T,2018-04-01,2019-03-31,191200000,6
E03276,75230,アールビバン株式会社,有価証券報告書－第35期(平成30年4月1日－平成31年3月31日),S100G2J4,2018-04-01,2019-03-31,140214000,4
E03278,75240,マルシェ株式会社,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),S100G57Y,2018-04-01,2019-03-31,19080000,2
E03278,75240,マルシェ株式会社,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),S100G57Y,2018-04-01,2019-03-31,19080000,2
E03281,78720,エステールホールディングス株式会社,有価証券報告書－第61期(平成30年4月1日－平成31年3月31日),S100G9JV,2018-04-01,2019-03-31,229000000,9
E03289,45580,株式会社中京医薬品,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G6US,2018-04-01,2019-03-31,110319000,6
E03289,45580,株式会社中京医薬品,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G6US,2018-04-01,2019-03-31,110319000,6
E03291,75500,株式会社ゼンショーホールディングス,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G0QR,2018-04-01,2019-03-31,344000000,8
E03293,75540,株式会社幸楽苑ホールディングス,有価証券報告書－第49期(平成30年4月1日－平成31年3月31日),S100G6WG,2018-04-01,2019-03-31,158427000,8
E03294,75610,株式会社ハークスレイ,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G2PN,2018-04-01,2019-03-31,46000000,4
E03295,75620,株式会社安楽亭,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G94C,2018-04-01,2019-03-31,85701000,6
E03299,75710,株式会社ヤマノホールディングス,有価証券報告書－第33期(平成30年4月1日－平成31年3月31日),S100G90T,2018-04-01,2019-03-31,75240000,5
E03304,75780,株式会社ニチリョク,有価証券報告書－第53期(平成30年4月1日－平成31年3月31日),S100G3LM,2018-04-01,2019-03-31,91069000,8
E03304,75780,株式会社ニチリョク,有価証券報告書－第53期(平成30年4月1日－平成31年3月31日),S100G3LM,2018-04-01,2019-03-31,91069000,8
E03310,75960,株式会社魚力,有価証券報告書－第35期(平成30年4月1日－平成31年3月31日),S100GC7Q,2018-04-01,2019-03-31,91065000,6
E03316,76060,株式会社ユナイテッドアローズ,有価証券報告書－第30期(平成30年4月1日－平成31年3月31日),S100G54S,2018-04-01,2019-03-31,290000000,6
E03320,76150,京都きもの友禅株式会社,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),S100G9EN,2018-04-01,2019-03-31,22210000,5
E03323,76180,株式会社ピーシーデポコーポレーション,有価証券報告書－第25期(平成30年4月1日－平成31年3月31日),S100G990,2018-04-01,2019-03-31,115675000,9
E03324,76210,株式会社うかい,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G6G5,2018-04-01,2019-03-31,179146000,5
E03324,76210,株式会社うかい,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G6G5,2018-04-01,2019-03-31,179146000,5
E03326,76230,株式会社サンオータス,有価証券報告書－第68期(平成30年5月1日－平成31年4月30日),S100GIPF,2018-05-01,2019-04-30,38000000,3
E03333,76380,株式会社ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,有価証券報告書－第25期(平成30年4月1日－平成31年3月31日),S100GDC7,2018-04-01,2019-03-31,13911000,3
E03346,68360,ぷらっとホーム株式会社,有価証券報告書－第27期(平成30年4月1日－平成31年3月31日),S100G5FR,2018-04-01,2019-03-31,39099000,4
E03346,68360,ぷらっとホーム株式会社,有価証券報告書－第27期(平成30年4月1日－平成31年3月31日),S100G5FR,2018-04-01,2019-03-31,39099000,4
E03355,26660,株式会社　オートウェーブ,有価証券報告書－第30期(平成30年4月1日－平成31年3月31日),S100G3DT,2018-04-01,2019-03-31,45007000,3
E03361,26740,株式会社ハードオフコーポレーション,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),S100G4RN,2018-04-01,2019-03-31,76284000,3
E03363,26780,アスクル株式会社,有価証券報告書－第56期(平成30年5月21日－令和1年5月20日),S100GJP7,2018-05-21,2019-05-20,156000000,5
E03367,26810,株式会社ゲオホールディングス,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),S100G536,2018-04-01,2019-03-31,115000000,4
E03374,26940,株式会社ジー・テイスト,有価証券報告書－第60期(平成30年4月1日－平成31年3月31日),S100G5YC,2018-04-01,2019-03-31,72758000,4
E03380,27050,株式会社大戸屋ホールディングス,有価証券報告書－第36期(平成30年4月1日－平成31年3月31日),S100G5H8,2018-04-01,2019-03-31,83779000,7
E03398,27530,株式会社　あみやき亭,有価証券報告書－第24期(平成30年4月1日－平成31年3月31日),S100FZ8X,2018-04-01,2019-03-31,99000000,5
E03399,27300,株式会社エディオン,有価証券報告書－第18期(平成30年4月1日－平成31年3月31日),S100G7OL,2018-04-01,2019-03-31,494000000,12
E03401,27540,株式会社東葛ホールディングス,有価証券報告書－第53期(平成30年4月1日－平成31年3月31日),S100GAX1,2018-04-01,2019-03-31,37452000,4
E03405,27630,株式会社エフティグループ,有価証券報告書－第34期(平成30年4月1日－平成31年3月31日),S100GBQ7,2018-04-01,2019-03-31,249150000,6
E03406,27640,株式会社ひらまつ,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G085,2018-04-01,2019-03-31,57029000,3
E03407,27670,フィールズ株式会社,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),S100G25P,2018-04-01,2019-03-31,296000000,10
E03409,27690,株式会社ヴィレッジヴァンガードコーポレーション,有価証券報告書－第31期(平成30年6月1日－令和1年5月31日),S100GUTV,2018-06-01,2019-05-31,110000000,3
E03421,27900,株式会社ナフコ,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),S100G8TF,2018-04-01,2019-03-31,497000000,15
E03421,27900,株式会社ナフコ,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),S100G8TF,2018-04-01,2019-03-31,497000000,15
E03423,27910,大黒天物産株式会社,有価証券報告書－第33期(平成30年6月1日－令和1年5月31日),S100GTJC,2018-06-01,2019-05-31,88000000,5
E03432,33170,株式会社フライングガーデン,有価証券報告書－第38期(平成30年4月1日－平成31年3月31日),S100G4XG,2018-04-01,2019-03-31,75938000,6
E03432,33170,株式会社フライングガーデン,有価証券報告書－第38期(平成30年4月1日－平成31年3月31日),S100G4XG,2018-04-01,2019-03-31,75938000,6
E03436,33290,東和フードサービス株式会社,有価証券報告書－第20期(平成30年5月1日－平成31年4月30日),S100GJG4,2018-05-01,2019-04-30,29799000,3
E03450,33600,シップヘルスケアホールディングス株式会社,有価証券報告書－第27期(平成30年4月1日－平成31年3月31日),S100GATS,2018-04-01,2019-03-31,130000000,4
E03456,33700,株式会社フジタコーポレーション,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100GAN9,2018-04-01,2019-03-31,18867000,3
E03456,33700,株式会社フジタコーポレーション,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100GAN9,2018-04-01,2019-03-31,18867000,3
E03457,33720,株式会社関門海,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),S100G6V2,2018-04-01,2019-03-31,53784000,5
E03464,33910,株式会社ツルハホールディングス,有価証券報告書－第57期(平成30年5月16日－令和1年5月15日),S100GOS6,2018-05-16,2019-05-15,293000000,9
E03465,30210,株式会社パシフィックネット,有価証券報告書－第31期(平成30年6月1日－令和1年5月31日),S100GV8H,2018-06-01,2019-05-31,86375000,5
E03476,30340,クオールホールディングス株式会社,有価証券報告書－第27期(平成30年4月1日－平成31年3月31日),S100G7QN,2018-04-01,2019-03-31,356000000,8
E03487,30580,株式会社三洋堂ホールディングス,有価証券報告書－第42期(平成30年4月1日－平成31年3月31日),S100G8LR,2018-04-01,2019-03-31,32700000,2
E03493,78230,株式会社アートネイチャー,有価証券報告書－第52期(平成30年4月1日－平成31年3月31日),S100G3Q1,2018-04-01,2019-03-31,402000000,7
E03494,30590,ヒラキ株式会社,有価証券報告書－第42期(平成30年4月1日－平成31年3月31日),S100G540,2018-04-01,2019-03-31,76889000,5
E03496,30680,株式会社ＷＤＩ,有価証券報告書－第65期(平成30年4月1日－平成31年3月31日),S100G6AM,2018-04-01,2019-03-31,104302000,4
E03505,30770,ホリイフードサービス株式会社,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G5S8,2018-04-01,2019-03-31,62760000,4
E03505,30770,ホリイフードサービス株式会社,有価証券報告書－第37期(平成30年4月1日－平成31年3月31日),S100G5S8,2018-04-01,2019-03-31,62760000,4
E03508,30690,株式会社　ＪＦＬＡホールディングス,有価証券報告書－第13期(平成30年4月1日－平成31年3月31日),S100G0GU,2018-04-01,2019-03-31,68400000,5
E03519,30880,株式会社マツモトキヨシホールディングス,有価証券報告書－第12期(平成30年4月1日－平成31年3月31日),S100GBMX,2018-04-01,2019-03-31,561000000,6
E03521,30990,株式会社三越伊勢丹ホールディングス,有価証券報告書－第11期(平成30年4月1日－平成31年3月31日),S100G02G,2018-04-01,2019-03-31,306000000,6
E03524,30960,株式会社オーシャンシステム,有価証券報告書－第41期(平成30年4月1日－平成31年3月31日),S100G7CJ,2018-04-01,2019-03-31,123810000,9
E03530,83030,株式会社新生銀行,有価証券報告書－第19期(平成30年4月1日－平成31年3月31日),S100G1CG,2018-04-01,2019-03-31,139000000,3
E03531,83040,株式会社あおぞら銀行,有価証券報告書－第86期(平成30年4月1日－平成31年3月31日),S100G83Q,2018-04-01,2019-03-31,300000000,5
E03544,83490,株式会社　東北銀行,有価証券報告書－第99期(平成30年4月1日－平成31年3月31日),S100G2F1,2018-04-01,2019-03-31,155000000,8
E03552,83380,株式会社筑波銀行,有価証券報告書－第95期(平成30年4月1日－平成31年3月31日),S100G6AX,2018-04-01,2019-03-31,199000000,9
E03554,83340,株式会社　群馬銀行,有価証券報告書－第134期(平成30年4月1日－平成31年3月31日),S100G3ZL,2018-04-01,2019-03-31,281000000,8
E03555,83360,株式会社武蔵野銀行,有価証券報告書－第96期(平成30年4月1日－平成31年3月31日),S100G655,2018-04-01,2019-03-31,284000000,7
E03556,83310,株式会社千葉銀行,有価証券報告書－第113期(平成30年4月1日－平成31年3月31日),S100G8AJ,2018-04-01,2019-03-31,372000000,10
E03557,83370,株式会社千葉興業銀行,有価証券報告書－第97期(平成30年4月1日－平成31年3月31日),S100G5CU,2018-04-01,2019-03-31,81000000,4
